uniqueId,gameId,playId,team,offenseFormation,playDirection,down,yardsToGo,absoluteYardlineNumber,quarter,gameClock,winningBy,year,playType
2021103105_292,2021103105,292,LA,SINGLEBACK,left,2,3,13.0,1,09:36,0,2023,pass
2021103105_391,2021103105,391,HOU,I_FORM,right,3,1,44.0,1,08:26,-7,2023,pass
2021103105_597,2021103105,597,LA,SINGLEBACK,left,1,10,69.0,1,04:15,7,2023,pass
2021103105_626,2021103105,626,LA,SHOTGUN,left,2,6,65.0,1,03:53,7,2023,pass
2021103105_740,2021103105,740,LA,EMPTY,left,2,10,22.0,1,01:09,7,2023,pass
2021103105_762,2021103105,762,LA,SHOTGUN,left,3,10,22.0,1,01:04,7,2023,pass
2021103105_786,2021103105,786,LA,EMPTY,left,4,1,13.0,1,00:27,7,2023,pass
2021103105_930,2021103105,930,LA,SHOTGUN,right,1,10,45.0,2,13:23,7,2023,pass
2021103105_965,2021103105,965,LA,SINGLEBACK,right,1,10,59.0,2,12:07,7,2023,pass
2021103105_986,2021103105,986,LA,EMPTY,right,2,10,59.0,2,12:02,7,2023,pass
2021103105_1032,2021103105,1032,LA,SINGLEBACK,right,2,7,48.0,2,12:54,7,2023,pass
2021103105_1122,2021103105,1122,LA,EMPTY,right,2,6,101.0,2,09:03,7,2023,pass
2021103105_1156,2021103105,1156,LA,SHOTGUN,right,3,6,101.0,2,08:58,7,2023,pass
2021103105_1233,2021103105,1233,HOU,SHOTGUN,left,2,10,85.0,2,08:18,-10,2023,pass
2021103105_1267,2021103105,1267,HOU,SHOTGUN,left,3,10,85.0,2,08:14,-10,2023,pass
2021103105_1366,2021103105,1366,LA,SINGLEBACK,right,4,3,105.0,2,06:19,10,2023,pass
2021103105_1399,2021103105,1399,LA,EMPTY,right,1,2,108.0,2,06:13,10,2023,pass
2021103105_1455,2021103105,1455,HOU,I_FORM,left,1,10,85.0,2,06:09,-17,2023,pass
2021103105_1513,2021103105,1513,HOU,EMPTY,left,2,10,59.0,2,05:23,-17,2023,pass
2021103105_1547,2021103105,1547,HOU,SHOTGUN,left,3,11,60.0,2,04:48,-17,2023,pass
2021103105_1760,2021103105,1760,LA,SINGLEBACK,right,1,1,109.0,2,00:39,17,2023,pass
2021103105_1842,2021103105,1842,HOU,SHOTGUN,left,1,10,72.0,2,00:23,-24,2023,pass
2021103105_1864,2021103105,1864,HOU,SHOTGUN,left,2,10,72.0,2,00:17,-24,2023,pass
2021103105_1976,2021103105,1976,HOU,EMPTY,left,1,10,52.0,2,00:05,-24,2023,pass
2021103105_2077,2021103105,2077,HOU,EMPTY,right,1,10,35.0,3,15:00,-24,2023,pass
2021103105_2120,2021103105,2120,HOU,SHOTGUN,right,3,8,37.0,3,14:16,-24,2023,pass
2021103105_2206,2021103105,2206,LA,SHOTGUN,left,2,6,81.0,3,11:58,24,2023,pass
2021103105_2240,2021103105,2240,LA,SHOTGUN,left,3,6,81.0,3,11:53,24,2023,pass
2021103105_2309,2021103105,2309,HOU,SHOTGUN,right,2,13,32.0,3,11:03,-24,2023,pass
2021103105_2333,2021103105,2333,HOU,SHOTGUN,right,3,10,35.0,3,10:23,-24,2023,pass
2021103105_2438,2021103105,2438,LA,SINGLEBACK,left,1,10,89.0,3,09:26,24,2023,pass
2021103105_2483,2021103105,2483,LA,EMPTY,left,2,10,21.0,3,07:59,24,2023,pass
2021103105_2539,2021103105,2539,HOU,SHOTGUN,right,1,10,35.0,3,07:55,-31,2023,pass
2021103105_2596,2021103105,2596,HOU,SHOTGUN,right,3,16,29.0,3,06:38,-31,2023,pass
2021103105_2693,2021103105,2693,LA,SHOTGUN,left,1,10,76.0,3,04:29,31,2023,pass
2021103105_2743,2021103105,2743,LA,EMPTY,left,2,8,54.0,3,03:04,31,2023,pass
2021103105_2931,2021103105,2931,HOU,SINGLEBACK,left,2,6,81.0,4,15:00,-38,2023,pass
2021103105_2955,2021103105,2955,HOU,SHOTGUN,left,3,5,80.0,4,14:21,-38,2023,pass
2021103105_3029,2021103105,3029,LA,SHOTGUN,right,2,7,24.0,4,13:22,38,2023,pass
2021103105_3102,2021103105,3102,HOU,SHOTGUN,left,1,10,70.0,4,12:03,-38,2023,pass
2021103105_3126,2021103105,3126,HOU,SHOTGUN,left,2,4,64.0,4,11:39,-38,2023,pass
2021103105_3214,2021103105,3214,HOU,SHOTGUN,left,1,10,41.0,4,10:01,-38,2023,pass
2021103105_3259,2021103105,3259,HOU,SHOTGUN,left,1,10,29.0,4,09:02,-38,2023,pass
2021103105_3288,2021103105,3288,HOU,SHOTGUN,left,2,2,21.0,4,08:35,-38,2023,pass
2021103105_3393,2021103105,3393,LA,SHOTGUN,right,2,9,22.0,4,07:22,31,2023,pass
2021103105_3467,2021103105,3467,HOU,SHOTGUN,left,1,10,72.0,4,06:23,-31,2023,pass
2021103105_3512,2021103105,3512,HOU,SHOTGUN,left,1,10,61.0,4,05:33,-31,2023,pass
2021103105_3536,2021103105,3536,HOU,SHOTGUN,left,2,4,55.0,4,05:06,-31,2023,pass
2021103105_3593,2021103105,3593,HOU,SINGLEBACK,left,1,10,60.0,4,04:57,-24,2023,pass
2021103105_3617,2021103105,3617,HOU,SHOTGUN,left,1,10,36.0,4,04:21,-24,2023,pass
2021103105_3686,2021103105,3686,HOU,SHOTGUN,left,1,9,19.0,4,02:45,-24,2023,pass
2021103105_3708,2021103105,3708,HOU,SHOTGUN,left,2,9,19.0,4,02:39,-24,2023,pass
2021103105_3972,2021103105,3972,HOU,SHOTGUN,left,1,10,108.0,4,01:52,-16,2023,pass
2021103105_3996,2021103105,3996,HOU,SHOTGUN,left,2,1,99.0,4,01:29,-16,2023,pass
2021103105_4020,2021103105,4020,HOU,SHOTGUN,left,1,10,76.0,4,01:08,-16,2023,pass
2021103105_4042,2021103105,4042,HOU,SHOTGUN,left,2,10,76.0,4,01:04,-16,2023,pass
2021103105_4066,2021103105,4066,HOU,SHOTGUN,left,3,8,74.0,4,00:42,-16,2023,pass
2021103105_4090,2021103105,4090,HOU,SHOTGUN,left,1,10,66.0,4,00:24,-16,2023,pass
2021103105_4114,2021103105,4114,HOU,SHOTGUN,left,1,10,35.0,4,00:02,-16,2023,pass
2021103106_62,2021103106,62,IND,SHOTGUN,left,1,10,92.0,1,14:56,0,2023,pass
2021103106_86,2021103106,86,IND,SHOTGUN,left,1,10,55.0,1,14:11,0,2023,pass
2021103106_131,2021103106,131,IND,SHOTGUN,left,3,3,48.0,1,12:47,0,2023,pass
2021103106_153,2021103106,153,IND,EMPTY,left,4,3,48.0,1,12:42,0,2023,pass
2021103106_225,2021103106,225,IND,SINGLEBACK,left,1,10,27.0,1,10:59,0,2023,pass
2021103106_335,2021103106,335,IND,SHOTGUN,left,3,2,12.0,1,08:51,0,2023,pass
2021103106_357,2021103106,357,IND,SHOTGUN,left,4,2,12.0,1,08:45,0,2023,pass
2021103106_434,2021103106,434,TEN,I_FORM,right,2,7,38.0,1,08:00,-7,2023,pass
2021103106_460,2021103106,460,IND,SHOTGUN,left,1,7,17.0,1,07:49,7,2023,pass
2021103106_584,2021103106,584,TEN,SHOTGUN,right,3,6,39.0,1,06:18,-14,2023,pass
2021103106_673,2021103106,673,IND,SHOTGUN,left,2,10,67.0,1,04:39,14,2023,pass
2021103106_697,2021103106,697,IND,SINGLEBACK,left,1,10,57.0,1,03:54,14,2023,pass
2021103106_719,2021103106,719,IND,EMPTY,left,2,10,57.0,1,03:48,14,2023,pass
2021103106_743,2021103106,743,IND,SHOTGUN,left,3,3,50.0,1,03:06,14,2023,pass
2021103106_765,2021103106,765,IND,SHOTGUN,left,4,3,50.0,1,02:59,14,2023,pass
2021103106_808,2021103106,808,TEN,EMPTY,right,2,7,53.0,1,02:14,-14,2023,pass
2021103106_862,2021103106,862,TEN,I_FORM,right,1,10,60.0,1,01:34,-14,2023,pass
2021103106_907,2021103106,907,TEN,EMPTY,right,3,3,67.0,1,00:16,-14,2023,pass
2021103106_950,2021103106,950,TEN,SHOTGUN,left,1,10,45.0,2,15:00,-14,2023,pass
2021103106_1066,2021103106,1066,TEN,SHOTGUN,left,3,3,16.0,2,12:10,-14,2023,pass
2021103106_1182,2021103106,1182,IND,SHOTGUN,right,1,20,32.0,2,11:30,7,2023,pass
2021103106_1207,2021103106,1207,IND,SHOTGUN,right,2,13,39.0,2,10:47,7,2023,pass
2021103106_1231,2021103106,1231,IND,SHOTGUN,right,3,6,46.0,2,10:04,7,2023,pass
2021103106_1333,2021103106,1333,TEN,SINGLEBACK,left,1,10,88.0,2,08:15,-7,2023,pass
2021103106_1394,2021103106,1394,TEN,SHOTGUN,left,2,8,72.0,2,07:11,-7,2023,pass
2021103106_1460,2021103106,1460,TEN,EMPTY,left,2,10,64.0,2,05:19,-7,2023,pass
2021103106_1479,2021103106,1479,TEN,SHOTGUN,left,3,11,65.0,2,04:32,-7,2023,pass
2021103106_1524,2021103106,1524,TEN,SINGLEBACK,left,1,10,67.0,2,04:24,-7,2023,pass
2021103106_1641,2021103106,1641,IND,SHOTGUN,right,2,11,34.0,2,03:08,0,2023,pass
2021103106_1727,2021103106,1727,IND,SHOTGUN,right,2,8,52.0,2,01:40,0,2023,pass
2021103106_1749,2021103106,1749,IND,SHOTGUN,right,3,8,52.0,2,01:32,0,2023,pass
2021103106_1773,2021103106,1773,IND,SHOTGUN,right,1,10,64.0,2,01:09,0,2023,pass
2021103106_1806,2021103106,1806,IND,SHOTGUN,right,1,10,76.0,2,01:03,0,2023,pass
2021103106_1847,2021103106,1847,IND,SHOTGUN,right,2,5,81.0,2,00:55,0,2023,pass
2021103106_1876,2021103106,1876,IND,SHOTGUN,right,1,10,87.0,2,00:50,0,2023,pass
2021103106_1905,2021103106,1905,IND,SHOTGUN,right,2,10,87.0,2,00:45,0,2023,pass
2021103106_2110,2021103106,2110,TEN,EMPTY,right,3,3,42.0,3,13:52,-3,2023,pass
2021103106_2199,2021103106,2199,TEN,SHOTGUN,right,3,2,63.0,3,11:40,-3,2023,pass
2021103106_2268,2021103106,2268,TEN,SINGLEBACK,right,2,8,78.0,3,10:18,-3,2023,pass
2021103106_2290,2021103106,2290,TEN,SHOTGUN,right,3,8,78.0,3,10:13,-3,2023,pass
2021103106_2319,2021103106,2319,TEN,SINGLEBACK,right,1,10,88.0,3,09:39,-3,2023,pass
2021103106_2369,2021103106,2369,TEN,SINGLEBACK,right,2,11,98.0,3,08:27,-3,2023,pass
2021103106_2393,2021103106,2393,TEN,PISTOL,right,3,4,105.0,3,07:46,-3,2023,pass
2021103106_2518,2021103106,2518,IND,SHOTGUN,left,2,6,67.0,3,05:46,-4,2023,pass
2021103106_2540,2021103106,2540,IND,SHOTGUN,left,3,6,67.0,3,05:41,-4,2023,pass
2021103106_2622,2021103106,2622,TEN,SINGLEBACK,right,1,16,17.0,3,04:49,4,2023,pass
2021103106_2665,2021103106,2665,TEN,EMPTY,right,3,12,21.0,3,04:03,4,2023,pass
2021103106_2799,2021103106,2799,IND,SHOTGUN,left,2,8,65.0,3,03:00,-4,2023,pass
2021103106_2844,2021103106,2844,IND,SINGLEBACK,left,1,10,56.0,3,01:33,-4,2023,pass
2021103106_2954,2021103106,2954,TEN,EMPTY,right,2,8,37.0,3,00:45,-3,2023,pass
2021103106_3069,2021103106,3069,TEN,SINGLEBACK,left,1,10,56.0,4,13:51,-3,2023,pass
2021103106_3091,2021103106,3091,TEN,SHOTGUN,left,2,10,56.0,4,13:44,-3,2023,pass
2021103106_3163,2021103106,3163,TEN,SHOTGUN,left,3,7,42.0,4,12:23,-3,2023,pass
2021103106_3203,2021103106,3203,TEN,SHOTGUN,left,3,17,52.0,4,11:57,-3,2023,pass
2021103106_3261,2021103106,3261,IND,SINGLEBACK,right,1,10,35.0,4,11:15,0,2023,pass
2021103106_3283,2021103106,3283,IND,SHOTGUN,right,2,10,35.0,4,11:06,0,2023,pass
2021103106_3305,2021103106,3305,IND,SHOTGUN,right,3,10,35.0,4,11:00,0,2023,pass
2021103106_3370,2021103106,3370,IND,SHOTGUN,right,1,15,43.0,4,10:28,0,2023,pass
2021103106_3445,2021103106,3445,IND,SINGLEBACK,right,1,10,58.0,4,08:46,0,2023,pass
2021103106_3470,2021103106,3470,IND,SHOTGUN,right,2,10,58.0,4,08:39,0,2023,pass
2021103106_3492,2021103106,3492,IND,SHOTGUN,right,3,10,58.0,4,08:35,0,2023,pass
2021103106_3617,2021103106,3617,IND,SHOTGUN,right,2,16,68.0,4,05:44,0,2023,pass
2021103106_3639,2021103106,3639,IND,SHOTGUN,right,3,16,68.0,4,05:39,0,2023,pass
2021103106_3691,2021103106,3691,TEN,SHOTGUN,left,1,10,84.0,4,05:25,0,2023,pass
2021103106_3762,2021103106,3762,TEN,SHOTGUN,left,2,11,70.0,4,03:33,0,2023,pass
2021103106_3784,2021103106,3784,TEN,SHOTGUN,left,3,11,70.0,4,03:29,0,2023,pass
2021103106_3890,2021103106,3890,TEN,SINGLEBACK,left,2,10,59.0,4,02:27,0,2023,pass
2021103106_4052,2021103106,4052,IND,SHOTGUN,right,1,10,35.0,4,01:26,-7,2023,pass
2021103106_4076,2021103106,4076,IND,SHOTGUN,right,2,1,44.0,4,01:08,-7,2023,pass
2021103106_4109,2021103106,4109,IND,SHOTGUN,right,2,6,39.0,4,01:02,-7,2023,pass
2021103106_4131,2021103106,4131,IND,SHOTGUN,right,3,6,39.0,4,00:56,-7,2023,pass
2021103106_4166,2021103106,4166,IND,SHOTGUN,right,3,16,29.0,4,00:51,-7,2023,pass
2021103106_4207,2021103106,4207,IND,SHOTGUN,right,1,10,67.0,4,00:37,-7,2023,pass
2021103106_4229,2021103106,4229,IND,SHOTGUN,right,2,10,67.0,4,00:32,-7,2023,pass
2021103106_4334,2021103106,4334,TEN,SHOTGUN,left,1,10,85.0,4,00:22,0,2023,pass
2021103106_4456,2021103106,4456,IND,SINGLEBACK,left,2,6,76.0,5,09:13,0,2023,pass
2021103106_4478,2021103106,4478,IND,SHOTGUN,left,3,6,76.0,5,09:06,0,2023,pass
2021103106_4518,2021103106,4518,TEN,SINGLEBACK,right,1,10,38.0,5,08:55,0,2023,pass
2021103106_4561,2021103106,4561,TEN,EMPTY,right,3,13,35.0,5,08:14,0,2023,pass
2021103106_4603,2021103106,4603,IND,SINGLEBACK,left,1,10,95.0,5,07:27,0,2023,pass
2021103106_4625,2021103106,4625,IND,SHOTGUN,left,2,10,95.0,5,07:22,0,2023,pass
2021103106_4670,2021103106,4670,IND,SINGLEBACK,left,1,10,83.0,5,05:56,0,2023,pass
2021103106_4728,2021103106,4728,TEN,SINGLEBACK,right,1,20,68.0,5,05:23,0,2023,pass
2021103106_4750,2021103106,4750,TEN,SHOTGUN,right,2,20,68.0,5,05:20,0,2023,pass
2021103107_79,2021103107,79,NYJ,SINGLEBACK,left,2,1,76.0,1,14:19,0,2023,pass
2021103107_114,2021103107,114,NYJ,EMPTY,left,1,10,69.0,1,13:50,0,2023,pass
2021103107_138,2021103107,138,NYJ,SINGLEBACK,left,2,2,61.0,1,13:09,0,2023,pass
2021103107_162,2021103107,162,NYJ,SHOTGUN,left,1,10,54.0,1,12:27,0,2023,pass
2021103107_257,2021103107,257,NYJ,SHOTGUN,left,2,7,39.0,1,09:51,0,2023,pass
2021103107_399,2021103107,399,CIN,EMPTY,right,1,10,35.0,1,08:38,-7,2023,pass
2021103107_421,2021103107,421,CIN,SHOTGUN,right,2,10,35.0,1,08:35,-7,2023,pass
2021103107_445,2021103107,445,CIN,SHOTGUN,right,3,4,41.0,1,08:00,-7,2023,pass
2021103107_488,2021103107,488,NYJ,SINGLEBACK,left,1,10,91.0,1,07:13,7,2023,pass
2021103107_554,2021103107,554,NYJ,SHOTGUN,left,1,10,80.0,1,05:40,7,2023,pass
2021103107_595,2021103107,595,NYJ,SHOTGUN,left,2,4,74.0,1,05:03,7,2023,pass
2021103107_720,2021103107,720,CIN,SHOTGUN,right,3,3,107.0,1,02:14,-7,2023,pass
2021103107_742,2021103107,742,CIN,SHOTGUN,right,4,3,107.0,1,02:09,-7,2023,pass
2021103107_787,2021103107,787,NYJ,I_FORM,left,2,4,89.0,1,01:34,7,2023,pass
2021103107_842,2021103107,842,CIN,SHOTGUN,right,2,11,94.0,1,00:51,-7,2023,pass
2021103107_866,2021103107,866,CIN,SINGLEBACK,right,1,3,107.0,1,00:18,-7,2023,pass
2021103107_899,2021103107,899,CIN,EMPTY,right,1,1,109.0,1,00:13,-7,2023,pass
2021103107_1013,2021103107,1013,NYJ,SHOTGUN,right,1,10,35.0,2,14:57,0,2023,pass
2021103107_1101,2021103107,1101,NYJ,SINGLEBACK,right,1,10,69.0,2,12:53,0,2023,pass
2021103107_1146,2021103107,1146,NYJ,SHOTGUN,right,3,5,74.0,2,11:33,0,2023,pass
2021103107_1209,2021103107,1209,CIN,SHOTGUN,left,2,4,60.0,2,10:43,0,2023,pass
2021103107_1311,2021103107,1311,NYJ,SHOTGUN,right,1,10,29.0,2,08:50,0,2023,pass
2021103107_1354,2021103107,1354,NYJ,SHOTGUN,right,3,9,30.0,2,08:02,0,2023,pass
2021103107_1397,2021103107,1397,CIN,SHOTGUN,left,1,10,80.0,2,07:23,0,2023,pass
2021103107_1470,2021103107,1470,CIN,I_FORM,left,2,2,58.0,2,05:55,0,2023,pass
2021103107_1531,2021103107,1531,CIN,SHOTGUN,left,2,10,42.0,2,04:56,0,2023,pass
2021103107_1555,2021103107,1555,CIN,SHOTGUN,left,3,6,38.0,2,04:14,0,2023,pass
2021103107_1579,2021103107,1579,CIN,SHOTGUN,left,1,2,12.0,2,03:30,0,2023,pass
2021103107_1601,2021103107,1601,CIN,SINGLEBACK,left,2,2,12.0,2,03:27,0,2023,pass
2021103107_1686,2021103107,1686,NYJ,EMPTY,right,2,8,37.0,2,02:56,-7,2023,pass
2021103107_1758,2021103107,1758,CIN,SHOTGUN,left,1,7,17.0,2,02:05,7,2023,pass
2021103107_1820,2021103107,1820,CIN,SHOTGUN,left,2,3,13.0,2,02:00,7,2023,pass
2021103107_1842,2021103107,1842,CIN,SHOTGUN,left,3,3,13.0,2,01:57,7,2023,pass
2021103107_1905,2021103107,1905,NYJ,SHOTGUN,right,1,10,43.0,2,01:45,-10,2023,pass
2021103107_1929,2021103107,1929,NYJ,SHOTGUN,right,1,10,54.0,2,01:21,-10,2023,pass
2021103107_2003,2021103107,2003,NYJ,SHOTGUN,right,2,2,89.0,2,00:33,-10,2023,pass
2021103107_2044,2021103107,2044,NYJ,EMPTY,right,1,10,98.0,2,00:28,-10,2023,pass
2021103107_2069,2021103107,2069,NYJ,SHOTGUN,right,2,10,98.0,2,00:24,-10,2023,pass
2021103107_2169,2021103107,2169,NYJ,EMPTY,right,3,6,102.0,2,00:19,-10,2023,pass
2021103107_2323,2021103107,2323,CIN,SHOTGUN,left,1,15,94.0,3,14:55,3,2023,pass
2021103107_2347,2021103107,2347,CIN,EMPTY,left,2,6,85.0,3,14:20,3,2023,pass
2021103107_2397,2021103107,2397,CIN,SHOTGUN,left,2,14,68.0,3,13:06,3,2023,pass
2021103107_2425,2021103107,2425,CIN,EMPTY,left,3,6,60.0,3,12:28,3,2023,pass
2021103107_2487,2021103107,2487,NYJ,SHOTGUN,right,2,6,26.0,3,11:37,-3,2023,pass
2021103107_2532,2021103107,2532,NYJ,SINGLEBACK,right,2,6,43.0,3,10:20,-3,2023,pass
2021103107_2551,2021103107,2551,NYJ,SHOTGUN,right,3,11,38.0,3,09:38,-3,2023,pass
2021103107_2575,2021103107,2575,NYJ,SINGLEBACK,right,1,10,52.0,3,08:56,-3,2023,pass
2021103107_2620,2021103107,2620,NYJ,SINGLEBACK,right,2,7,70.0,3,07:34,-3,2023,pass
2021103107_2733,2021103107,2733,NYJ,EMPTY,right,2,10,96.0,3,06:03,-3,2023,pass
2021103107_2762,2021103107,2762,NYJ,I_FORM,right,3,2,104.0,3,05:26,-3,2023,pass
2021103107_2865,2021103107,2865,CIN,SINGLEBACK,left,1,10,72.0,3,04:02,0,2023,pass
2021103107_2889,2021103107,2889,CIN,SHOTGUN,left,1,8,18.0,3,03:17,0,2023,pass
2021103107_2970,2021103107,2970,NYJ,EMPTY,right,2,5,40.0,3,02:30,-7,2023,pass
2021103107_3015,2021103107,3015,NYJ,SINGLEBACK,right,2,5,54.0,3,01:19,-7,2023,pass
2021103107_3039,2021103107,3039,NYJ,SHOTGUN,right,1,10,64.0,3,00:36,-7,2023,pass
2021103107_3145,2021103107,3145,NYJ,SHOTGUN,left,3,3,13.0,4,13:12,-7,2023,pass
2021103107_3220,2021103107,3220,CIN,EMPTY,right,2,10,35.0,4,12:24,4,2023,pass
2021103107_3242,2021103107,3242,CIN,EMPTY,right,3,10,35.0,4,12:20,4,2023,pass
2021103107_3332,2021103107,3332,CIN,SHOTGUN,right,1,10,69.0,4,09:48,4,2023,pass
2021103107_3354,2021103107,3354,CIN,SHOTGUN,right,2,10,69.0,4,09:42,4,2023,pass
2021103107_3378,2021103107,3378,CIN,EMPTY,right,3,4,75.0,4,09:00,4,2023,pass
2021103107_3423,2021103107,3423,CIN,SHOTGUN,right,2,6,100.0,4,07:40,4,2023,pass
2021103107_3445,2021103107,3445,CIN,SHOTGUN,right,3,6,100.0,4,07:36,4,2023,pass
2021103107_3508,2021103107,3508,NYJ,SHOTGUN,left,1,10,85.0,4,07:24,-11,2023,pass
2021103107_3532,2021103107,3532,NYJ,EMPTY,left,1,10,71.0,4,06:51,-11,2023,pass
2021103107_3554,2021103107,3554,NYJ,SHOTGUN,left,2,10,71.0,4,06:47,-11,2023,pass
2021103107_3578,2021103107,3578,NYJ,SINGLEBACK,left,1,10,48.0,4,06:08,-11,2023,pass
2021103107_3611,2021103107,3611,NYJ,EMPTY,left,1,20,58.0,4,06:03,-11,2023,pass
2021103107_3635,2021103107,3635,NYJ,SHOTGUN,left,2,8,46.0,4,05:37,-11,2023,pass
2021103107_3659,2021103107,3659,NYJ,SHOTGUN,left,3,2,40.0,4,05:15,-11,2023,pass
2021103107_3735,2021103107,3735,NYJ,SHOTGUN,left,2,7,29.0,4,04:43,-11,2023,pass
2021103107_3793,2021103107,3793,NYJ,SHOTGUN,left,0,0,12.0,4,04:36,-5,2023,pass
2021103107_3869,2021103107,3869,NYJ,EMPTY,left,2,9,23.0,4,03:50,-5,2023,pass
2021103107_3948,2021103107,3948,CIN,SHOTGUN,right,2,5,40.0,4,03:17,-3,2023,pass
2021103107_4007,2021103107,4007,CIN,SHOTGUN,right,2,11,58.0,4,02:28,-3,2023,pass
2021103107_4029,2021103107,4029,CIN,SHOTGUN,right,3,11,58.0,4,02:24,-3,2023,pass
2021103107_4133,2021103107,4133,NYJ,EMPTY,left,2,6,85.0,4,02:04,3,2023,pass
2021103107_4200,2021103107,4200,NYJ,SHOTGUN,left,3,11,90.0,4,02:00,3,2023,pass
2021103108_54,2021103108,54,LAC,SHOTGUN,right,1,10,35.0,1,15:00,0,2023,pass
2021103108_99,2021103108,99,LAC,SINGLEBACK,right,2,4,53.0,1,13:43,0,2023,pass
2021103108_128,2021103108,128,LAC,SHOTGUN,right,1,10,94.0,1,13:09,0,2023,pass
2021103108_171,2021103108,171,LAC,EMPTY,right,3,7,97.0,1,12:28,0,2023,pass
2021103108_290,2021103108,290,NE,SHOTGUN,left,2,7,82.0,1,10:12,-7,2023,pass
2021103108_312,2021103108,312,NE,SHOTGUN,left,3,7,82.0,1,10:08,-7,2023,pass
2021103108_341,2021103108,341,NE,SHOTGUN,left,1,10,68.0,1,09:38,-7,2023,pass
2021103108_393,2021103108,393,NE,SHOTGUN,left,2,11,25.0,1,08:13,-7,2023,pass
2021103108_415,2021103108,415,NE,SHOTGUN,left,3,11,25.0,1,08:09,-7,2023,pass
2021103108_485,2021103108,485,NE,I_FORM,left,2,3,13.0,1,07:10,-7,2023,pass
2021103108_619,2021103108,619,LAC,SHOTGUN,right,3,6,31.0,1,05:00,0,2023,pass
2021103108_648,2021103108,648,LAC,SINGLEBACK,right,1,10,44.0,1,04:28,0,2023,pass
2021103108_670,2021103108,670,LAC,SINGLEBACK,right,2,10,44.0,1,04:23,0,2023,pass
2021103108_689,2021103108,689,LAC,SHOTGUN,right,3,14,40.0,1,03:39,0,2023,pass
2021103108_740,2021103108,740,NE,SINGLEBACK,left,1,10,81.0,1,02:43,0,2023,pass
2021103108_790,2021103108,790,NE,SHOTGUN,left,1,10,68.0,1,01:30,0,2023,pass
2021103108_833,2021103108,833,NE,SHOTGUN,left,3,5,63.0,1,00:45,0,2023,pass
2021103108_894,2021103108,894,LAC,EMPTY,left,1,10,96.0,2,14:51,0,2023,pass
2021103108_979,2021103108,979,LAC,SHOTGUN,left,3,4,15.0,2,12:40,0,2023,pass
2021103108_1035,2021103108,1035,NE,SINGLEBACK,right,1,10,35.0,2,12:35,-7,2023,pass
2021103108_1124,2021103108,1124,NE,SHOTGUN,right,3,4,52.0,2,10:22,-7,2023,pass
2021103108_1156,2021103108,1156,NE,I_FORM,right,1,10,73.0,2,10:09,-7,2023,pass
2021103108_1180,2021103108,1180,NE,EMPTY,right,1,4,106.0,2,09:28,-7,2023,pass
2021103108_1223,2021103108,1223,NE,JUMBO,right,3,1,109.0,2,08:43,-7,2023,pass
2021103108_1273,2021103108,1273,NE,SHOTGUN,right,4,1,109.0,2,08:39,-7,2023,pass
2021103108_1332,2021103108,1332,LAC,SHOTGUN,left,2,9,107.0,2,07:55,7,2023,pass
2021103108_1356,2021103108,1356,LAC,SHOTGUN,left,3,4,102.0,2,07:11,7,2023,pass
2021103108_1403,2021103108,1403,NE,SHOTGUN,right,1,10,74.0,2,06:51,-7,2023,pass
2021103108_1425,2021103108,1425,NE,SHOTGUN,right,2,10,74.0,2,06:46,-7,2023,pass
2021103108_1533,2021103108,1533,NE,I_FORM,right,2,5,104.0,2,03:42,-7,2023,pass
2021103108_1555,2021103108,1555,NE,SHOTGUN,right,3,5,104.0,2,03:37,-7,2023,pass
2021103108_1632,2021103108,1632,LAC,SHOTGUN,left,2,1,76.0,2,03:06,4,2023,pass
2021103108_1651,2021103108,1651,LAC,SHOTGUN,left,3,6,81.0,2,02:32,4,2023,pass
2021103108_1748,2021103108,1748,NE,EMPTY,right,2,8,44.0,2,02:00,-4,2023,pass
2021103108_1770,2021103108,1770,NE,SHOTGUN,right,3,8,44.0,2,01:56,-4,2023,pass
2021103108_1810,2021103108,1810,LAC,SHOTGUN,left,1,10,82.0,2,01:44,4,2023,pass
2021103108_1860,2021103108,1860,LAC,SHOTGUN,left,1,10,70.0,2,01:11,4,2023,pass
2021103108_1882,2021103108,1882,LAC,SHOTGUN,left,2,10,70.0,2,01:06,4,2023,pass
2021103108_1908,2021103108,1908,NE,SHOTGUN,right,1,10,70.0,2,00:57,-4,2023,pass
2021103108_1932,2021103108,1932,NE,SHOTGUN,right,1,10,80.0,2,00:28,-4,2023,pass
2021103108_1954,2021103108,1954,NE,SHOTGUN,right,2,10,80.0,2,00:23,-4,2023,pass
2021103108_1976,2021103108,1976,NE,SHOTGUN,right,3,10,80.0,2,00:19,-4,2023,pass
2021103108_2166,2021103108,2166,NE,I_FORM,right,2,6,52.0,3,13:04,-1,2023,pass
2021103108_2211,2021103108,2211,NE,SINGLEBACK,right,1,10,62.0,3,11:44,-1,2023,pass
2021103108_2292,2021103108,2292,NE,SHOTGUN,right,2,14,73.0,3,10:45,-1,2023,pass
2021103108_2314,2021103108,2314,NE,SHOTGUN,right,3,14,73.0,3,10:39,-1,2023,pass
2021103108_2354,2021103108,2354,LAC,SINGLEBACK,left,1,10,85.0,3,10:31,1,2023,pass
2021103108_2404,2021103108,2404,LAC,SHOTGUN,left,2,8,72.0,3,09:25,1,2023,pass
2021103108_2426,2021103108,2426,LAC,SHOTGUN,left,3,8,72.0,3,09:17,1,2023,pass
